,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y
4458,30,8,3,3,2,4648,1,2,20,5,37,1,-1,0,1,2
4459,31,8,3,3,2,2089,1,2,20,5,34,1,-1,0,1,2
4460,39,9,1,4,2,3059,1,1,20,5,394,1,-1,0,1,2
4461,36,11,1,3,2,412,1,1,20,5,127,1,-1,0,1,2
4462,32,4,3,4,2,863,1,2,20,5,264,1,-1,0,1,2
4463,33,1,1,3,2,4434,1,2,20,5,265,1,-1,0,1,2
4464,33,1,1,3,2,5499,1,2,20,5,231,1,-1,0,1,2
4465,34,11,2,3,2,3997,1,2,20,5,320,1,-1,0,1,2
4466,39,5,1,2,2,4904,1,2,20,5,101,1,-1,0,1,2
4467,35,4,1,4,2,440,1,2,20,5,110,1,-1,0,1,2
4468,60,10,3,3,2,-14,1,2,20,5,121,3,-1,0,1,2
4469,34,11,3,4,2,759,2,2,20,5,265,1,-1,0,1,2
4470,33,11,1,3,2,603,1,2,20,5,345,1,-1,0,1,2
4471,59,2,2,3,2,-41,1,1,20,5,171,1,-1,0,1,2
4472,31,2,3,3,2,78,2,2,20,5,572,1,-1,0,1,2
4473,36,11,1,3,2,84,1,2,20,5,67,1,-1,0,1,2
4474,36,11,2,3,2,409,1,2,20,5,25,1,-1,0,1,2
4475,38,8,1,3,2,732,1,1,20,5,269,1,-1,0,1,2
4476,32,8,1,3,2,328,1,2,20,5,132,1,-1,0,1,2
4477,32,11,3,3,2,1698,1,2,20,5,115,1,-1,0,1,2
4478,39,1,1,3,2,9374,1,2,20,5,273,1,-1,0,1,2
4479,39,10,1,3,2,439,2,2,20,5,56,1,-1,0,1,2
4480,33,5,1,4,2,4958,1,2,20,5,434,1,-1,0,1,2
4481,23,1,3,3,2,210,1,2,20,5,507,1,-1,0,1,2
4482,39,6,1,4,2,2644,1,2,20,5,253,1,-1,0,1,2
4483,36,8,1,1,2,17983,1,2,20,5,100,1,-1,0,1,2
4484,38,11,3,3,2,614,1,2,20,5,116,1,-1,0,1,2
4485,35,2,1,3,2,2137,1,2,20,5,124,1,-1,0,1,2
4486,27,11,3,4,2,-291,1,2,20,5,66,2,-1,0,1,2
4487,31,2,3,3,2,160,1,1,20,5,233,2,-1,0,1,2
4488,58,5,1,2,2,11,1,2,20,5,90,1,-1,0,1,2
4489,34,11,2,3,2,2036,1,1,20,5,104,1,-1,0,1,2
4490,31,2,3,3,2,121,1,2,20,5,187,1,-1,0,1,2
4491,36,8,1,1,2,-656,1,2,20,5,92,2,-1,0,1,2
4492,34,2,1,3,2,1689,2,2,20,5,423,1,-1,0,1,2
4493,37,11,1,3,2,439,1,2,20,5,215,2,-1,0,1,2
4494,37,2,1,3,2,1283,1,2,20,5,209,1,-1,0,1,2
4495,33,11,3,3,2,1769,1,2,20,5,181,1,-1,0,1,2
4496,33,2,1,3,2,2,1,2,20,5,201,1,-1,0,1,2
4497,39,8,1,3,2,0,1,1,20,5,40,1,-1,0,1,2
4498,35,8,3,2,2,47,2,2,20,5,317,1,-1,0,1,2
4499,35,8,1,3,2,2054,1,2,20,5,447,1,-1,0,1,2
4500,34,1,3,3,2,8132,1,2,20,5,137,1,-1,0,1,2
4501,39,1,1,3,2,453,1,1,20,5,184,1,-1,0,1,2
4502,37,4,3,4,2,427,1,2,20,5,121,1,-1,0,1,2
4503,42,4,1,3,2,2416,1,2,20,5,138,4,-1,0,1,2
4504,40,8,1,3,2,877,1,2,20,5,207,6,-1,0,1,2
4505,37,8,1,2,2,398,1,1,20,5,309,1,-1,0,1,2
4506,37,8,1,2,2,2240,1,2,20,5,214,1,-1,0,1,2
4507,36,11,3,3,2,380,1,2,20,5,134,1,-1,0,1,2
4508,35,6,1,3,2,1163,1,2,20,5,284,1,-1,0,1,2
4509,35,1,1,3,2,4170,1,2,20,5,1777,1,-1,0,1,1
4510,37,4,1,4,2,5432,1,1,20,5,774,1,-1,0,1,2
4511,35,11,2,3,1,-52,1,2,20,5,265,1,-1,0,1,2
4512,30,9,3,3,2,4011,1,2,20,5,62,1,-1,0,1,2
4513,37,4,3,1,2,715,1,2,20,5,247,2,-1,0,1,2
4514,31,2,3,3,2,2144,1,2,20,5,89,1,-1,0,1,2
4515,56,6,1,4,2,8741,1,2,20,5,318,3,-1,0,1,2
4516,37,8,1,3,2,362,1,2,20,5,277,2,-1,0,1,2
4517,33,8,1,2,2,163,1,2,20,5,135,1,-1,0,1,2
4518,40,8,1,2,2,-740,1,2,20,5,126,3,-1,0,1,2
4519,38,1,1,3,2,434,1,2,20,5,411,1,-1,0,1,2
4520,41,1,3,3,2,1629,1,2,20,5,85,1,-1,0,1,2
4521,38,8,1,3,2,-152,2,2,20,5,100,1,-1,0,1,2
4522,36,11,1,3,2,3763,1,2,20,5,83,1,-1,0,1,2
4523,31,11,3,3,2,1,1,2,20,5,71,3,-1,0,1,2
4524,31,11,1,3,2,4,2,2,20,5,199,4,-1,0,1,2
4525,52,8,2,2,2,0,1,1,20,5,47,1,-1,0,1,2
4526,31,4,3,4,2,2007,1,2,20,5,253,1,-1,0,1,2
4527,39,8,1,3,2,327,1,2,20,5,244,1,-1,0,1,2
4528,35,2,1,3,2,-130,1,2,20,5,224,1,-1,0,1,2
4529,22,1,1,3,2,14,1,1,20,5,56,1,-1,0,1,2
4530,38,2,1,4,2,4399,1,2,20,5,638,2,-1,0,1,2
4531,39,8,1,2,2,780,1,2,20,5,311,1,-1,0,1,2
4532,34,1,3,4,2,371,2,2,20,5,77,1,-1,0,1,2
4533,34,8,1,2,2,161,1,1,20,5,177,1,-1,0,1,2
4534,36,8,2,3,2,221,1,2,20,5,189,1,-1,0,1,2
4535,32,8,3,3,2,706,1,2,20,5,152,1,-1,0,1,2
4536,33,4,3,2,2,4897,1,2,20,5,151,1,-1,0,1,2
4537,33,1,1,3,2,7,1,2,20,5,217,1,-1,0,1,2
4538,36,2,1,3,2,2030,1,2,20,5,24,1,-1,0,1,2
4539,32,8,1,3,2,489,1,2,20,5,212,1,-1,0,1,2
4540,42,8,1,2,2,1059,1,2,20,5,163,2,-1,0,1,2
4541,43,4,1,4,2,-8,1,2,20,5,473,2,-1,0,1,2
4542,35,9,3,3,2,271,1,2,20,5,68,1,-1,0,1,2
4543,37,5,3,3,2,2042,1,2,20,5,485,1,-1,0,1,2
4544,33,8,1,3,2,-53,1,2,20,5,172,1,-1,0,1,2
4545,26,7,3,3,2,268,1,2,20,5,77,2,-1,0,1,2
4546,37,11,3,4,2,5122,1,2,20,5,396,1,-1,0,1,2
4547,33,1,1,3,2,403,1,2,20,5,274,2,-1,0,1,2
4548,40,2,1,4,2,0,1,2,20,5,88,2,-1,0,1,2
4549,36,11,2,3,2,566,1,2,20,5,129,2,-1,0,1,2
4550,35,8,1,2,2,356,1,1,20,5,474,2,-1,0,1,2
4551,36,8,1,1,2,722,1,2,20,5,268,2,-1,0,1,2
4552,39,2,2,3,2,-607,1,2,20,5,374,2,-1,0,1,2
4553,60,4,1,4,2,328,1,2,20,5,72,5,-1,0,1,2
4554,34,2,3,3,2,126,1,2,20,5,61,2,-1,0,1,2
4555,32,8,1,2,2,206,1,2,20,5,205,2,-1,0,1,2
4556,33,4,3,4,2,136,1,1,20,5,347,6,-1,0,1,2
4557,59,8,1,2,2,14,1,1,20,5,355,1,-1,0,1,2
4558,35,4,3,3,2,5260,1,2,20,5,211,2,-1,0,1,2
4559,34,2,3,4,2,458,1,2,20,5,211,1,-1,0,1,2
4560,42,4,1,4,2,0,2,2,20,5,66,12,-1,0,1,2
4561,38,6,1,2,2,666,1,2,20,5,1452,10,-1,0,1,2
4562,33,1,1,1,2,89,1,2,20,5,341,1,-1,0,1,2
4563,32,8,3,2,2,1660,2,2,20,5,14,1,-1,0,1,2
4564,30,8,1,3,2,673,1,2,20,5,610,2,-1,0,1,2
4565,34,4,3,4,2,673,1,1,20,5,120,1,-1,0,1,2
4566,59,10,1,3,2,-313,1,2,20,5,407,1,-1,0,1,2
4567,32,2,1,3,2,0,1,2,20,5,464,2,-1,0,1,2
4568,54,5,1,3,2,167,1,2,20,5,547,7,-1,0,1,2
4569,48,4,2,2,2,432,1,2,20,5,152,2,-1,0,1,2
4570,36,8,1,2,2,8135,1,2,20,5,522,1,-1,0,1,2
4571,29,1,3,3,2,0,1,2,20,5,227,9,-1,0,1,2
4572,39,8,3,3,2,4286,1,2,20,5,1376,2,-1,0,1,2
4573,54,1,2,1,2,2177,2,2,20,5,134,5,-1,0,1,2
4574,36,2,3,3,2,0,2,2,20,5,37,1,-1,0,1,2
4575,33,11,1,3,2,105,1,1,20,5,360,1,-1,0,1,2
4576,32,4,3,4,2,1271,1,2,20,5,51,1,-1,0,1,2
4577,41,1,2,3,2,83,2,2,20,5,834,6,-1,0,1,2
4578,34,8,3,2,2,709,1,2,20,5,106,1,-1,0,1,2
4579,34,1,1,3,2,-93,1,1,20,5,194,1,-1,0,1,2
4580,53,5,1,3,2,736,1,2,20,5,535,1,-1,0,1,2
4581,38,1,1,3,1,-242,1,1,20,5,236,2,-1,0,1,2
4582,33,8,1,3,2,3259,1,2,20,5,182,1,-1,0,1,2
4583,32,11,1,3,2,11697,1,2,20,5,296,1,-1,0,1,2
4584,33,1,1,3,2,210,1,1,20,5,201,1,-1,0,1,2
4585,35,8,1,3,2,2688,1,2,20,5,281,1,-1,0,1,2
4586,34,4,1,4,2,0,1,2,20,5,150,1,-1,0,1,2
4587,37,6,1,3,2,5064,1,2,20,5,79,1,-1,0,1,2
4588,38,3,1,3,2,205,1,2,20,5,359,2,-1,0,1,2
4589,39,5,1,4,2,75,1,2,20,5,332,2,-1,0,1,2
4590,43,8,1,2,2,0,1,2,20,5,592,1,-1,0,1,2
4591,39,2,1,3,2,2019,1,2,20,5,166,1,-1,0,1,2
4592,38,8,1,2,2,178,1,2,20,5,245,1,-1,0,1,2
4593,40,1,1,2,2,3559,1,2,20,5,138,8,-1,0,1,2
4594,38,9,1,3,2,290,1,2,20,5,369,1,-1,0,1,2
4595,32,2,2,3,2,138,1,1,20,5,158,1,-1,0,1,2
4596,31,8,3,3,2,5607,2,2,20,5,261,1,-1,0,1,2
4597,32,8,1,2,2,8291,2,2,20,5,131,1,-1,0,1,2
4598,37,8,3,2,2,6969,1,2,20,5,412,1,-1,0,1,2
4599,30,4,3,4,2,18,2,2,20,5,121,11,-1,0,1,2
4600,46,6,1,3,2,583,1,2,20,5,137,2,-1,0,1,2
4601,36,5,3,3,2,7171,1,2,20,5,216,2,-1,0,1,2
4602,34,8,1,2,2,500,1,2,20,5,324,1,-1,0,1,2
4603,32,8,1,3,2,113,1,1,20,5,235,2,-1,0,1,2
4604,34,1,2,3,2,0,1,1,20,5,203,1,-1,0,1,2
4605,33,8,1,2,2,3512,1,2,20,5,697,2,-1,0,1,2
4606,37,6,1,4,2,4798,1,2,20,5,156,2,-1,0,1,2
4607,34,11,3,3,2,85,1,2,20,5,1182,4,-1,0,1,1
4608,37,8,1,2,2,660,1,1,20,5,170,2,-1,0,1,2
4609,31,1,1,4,2,585,1,1,20,5,272,2,-1,0,1,2
4610,47,6,1,3,2,136,1,2,20,5,132,1,-1,0,1,2
4611,36,4,3,3,2,360,1,2,20,5,271,1,-1,0,1,2
4612,31,3,1,3,2,296,1,2,20,5,378,3,-1,0,1,2
4613,33,8,1,3,2,0,1,1,20,5,114,1,-1,0,1,2
4614,33,8,1,3,2,10,1,1,20,5,107,1,-1,0,1,2
4615,39,8,1,2,2,451,1,2,20,5,383,1,-1,0,1,2
4616,37,8,2,3,2,614,1,2,20,5,185,1,-1,0,1,2
4617,34,11,3,3,2,692,1,2,20,5,254,1,-1,0,1,2
4618,33,4,1,4,2,148,2,2,20,5,717,1,-1,0,1,2
4619,31,8,3,2,2,5058,1,2,20,5,157,1,-1,0,1,2
4620,33,2,1,3,2,1467,1,2,20,5,85,2,-1,0,1,2
4621,30,4,1,4,2,859,1,2,20,5,249,3,-1,0,1,2
4622,34,1,1,3,2,-508,1,2,20,5,309,2,-1,0,1,2
4623,31,7,3,4,2,410,1,2,20,5,112,2,-1,0,1,2
4624,36,6,1,3,2,134,2,2,20,5,98,1,-1,0,1,2
4625,37,4,3,4,2,23867,2,2,20,5,188,3,-1,0,1,2
4626,31,1,3,3,2,2038,1,2,20,5,148,1,-1,0,1,2
4627,39,2,1,3,2,-362,1,2,20,5,145,2,-1,0,1,2
4628,34,4,1,4,2,967,1,2,20,5,415,2,-1,0,1,2
4629,43,4,1,4,2,1825,1,2,20,5,742,2,-1,0,1,2
4630,43,8,1,2,1,-635,1,2,20,5,37,9,-1,0,1,2
4631,34,8,1,3,2,1298,1,2,20,5,120,1,-1,0,1,2
4632,36,8,1,3,2,1797,1,1,20,5,185,2,-1,0,1,2
4633,55,2,1,1,2,1848,1,2,20,5,204,1,-1,0,1,2
4634,31,2,3,3,2,431,1,1,20,5,1045,1,-1,0,1,1
4635,32,8,1,3,2,4996,1,2,20,5,205,2,-1,0,1,2
4636,31,8,1,3,2,213,1,2,20,5,74,2,-1,0,1,2
4637,31,8,1,2,2,26,1,2,20,5,51,26,-1,0,1,2
4638,33,4,3,3,2,0,2,2,20,5,190,2,-1,0,1,2
4639,32,2,1,2,2,1351,1,2,20,5,325,3,-1,0,1,2
4640,44,11,2,3,2,982,1,2,20,5,650,3,-1,0,1,1
4641,33,1,1,3,2,4963,1,2,20,5,148,2,-1,0,1,2
4642,39,1,1,3,2,1438,1,2,20,5,212,2,-1,0,1,2
4643,39,8,1,2,2,1411,1,2,20,5,625,2,-1,0,1,2
4644,33,1,3,3,2,0,1,2,20,5,134,3,-1,0,1,2
4645,40,8,1,1,2,486,1,2,20,5,97,8,-1,0,1,2
4646,34,11,3,3,2,1183,1,2,20,5,438,2,-1,0,1,2
4647,39,4,1,4,2,351,1,2,20,5,999,3,-1,0,1,2
4648,32,8,1,3,2,2366,1,2,20,5,127,2,-1,0,1,2
4649,34,8,1,3,2,2700,1,2,20,5,446,2,-1,0,1,2
4650,59,8,1,3,2,0,1,2,20,5,217,4,-1,0,1,2
4651,39,8,1,2,2,622,1,2,20,5,169,1,-1,0,1,2
4652,34,1,1,3,1,421,1,2,20,5,247,3,-1,0,1,2
4653,36,1,3,3,2,774,1,2,20,5,140,1,-1,0,1,2
4654,35,8,1,3,2,67,2,2,20,5,60,6,-1,0,1,2
4655,39,11,1,3,2,7313,1,2,20,5,99,1,-1,0,1,2
4656,57,5,2,2,2,231,1,2,20,5,26,14,-1,0,1,2
4657,46,4,1,4,2,477,1,2,20,5,128,6,-1,0,1,2
4658,58,8,1,2,2,99,1,2,20,5,215,3,-1,0,1,2
4659,32,11,1,3,2,908,1,2,20,5,64,1,-1,0,1,2
4660,34,2,3,3,2,1581,1,1,20,5,52,11,-1,0,1,2
4661,35,11,3,4,2,2012,1,2,20,5,413,2,-1,0,1,2
4662,36,11,3,4,2,162,1,2,20,5,216,2,-1,0,1,2
4663,40,4,1,4,2,917,1,2,20,5,292,1,-1,0,1,2
4664,44,1,1,3,2,1422,1,2,20,5,129,8,-1,0,1,2
4665,31,8,1,3,2,1787,1,2,20,5,201,4,-1,0,1,2
4666,55,9,1,3,2,-196,1,2,20,5,210,2,-1,0,1,2
4667,35,11,1,3,2,1387,1,2,20,5,114,1,-1,0,1,2
4668,31,3,1,2,2,-63,1,2,20,5,657,1,-1,0,1,2
4669,35,4,3,4,2,1423,1,2,20,5,88,1,-1,0,1,2
4670,36,2,1,4,2,3127,1,2,20,5,147,2,-1,0,1,2
4671,36,11,3,3,2,5436,1,2,20,5,443,1,-1,0,1,2
4672,30,4,3,4,2,1724,1,2,20,5,73,1,-1,0,1,2
4673,31,8,1,3,2,0,1,2,20,5,134,1,-1,0,1,2
4674,41,1,1,3,2,804,1,2,20,5,127,8,-1,0,1,2
4675,36,8,1,2,2,408,1,1,20,5,1063,2,-1,0,1,1
4676,59,6,1,4,2,705,1,2,20,5,446,2,-1,0,1,2
4677,36,4,3,4,2,1373,1,2,20,5,144,2,-1,0,1,2
4678,32,11,1,1,2,196,1,2,20,5,196,6,-1,0,1,2
4679,39,8,1,3,2,0,1,2,20,5,165,2,-1,0,1,2
4680,38,11,2,3,2,273,1,2,20,5,314,2,-1,0,1,2
4681,40,9,1,3,2,311,1,2,20,5,723,2,-1,0,1,2
4682,39,11,3,3,2,1022,1,2,20,5,1410,2,-1,0,1,1
4683,30,1,3,3,2,862,1,1,20,5,550,2,-1,0,1,2
4684,38,1,1,3,2,173,1,2,20,5,130,2,-1,0,1,2
4685,32,1,1,3,2,204,1,1,20,5,307,3,-1,0,1,2
4686,37,8,1,3,2,32,1,2,20,5,146,2,-1,0,1,2
4687,31,4,1,4,2,4761,1,2,20,5,239,2,-1,0,1,2
4688,44,8,1,3,2,1081,1,2,20,5,304,2,-1,0,1,2
4689,45,8,1,2,2,4170,1,1,20,5,114,3,-1,0,1,2
4690,36,8,3,3,2,3111,1,2,20,5,445,2,-1,0,1,2
4691,27,8,3,1,2,89,1,2,20,5,139,5,-1,0,1,2
4692,27,8,3,3,2,317,1,2,20,5,16,10,-1,0,1,2
4693,48,8,1,3,2,5058,2,2,20,5,169,4,-1,0,1,2
4694,41,8,1,3,2,2852,1,2,20,5,125,3,-1,0,1,2
4695,36,8,3,3,2,2390,1,2,20,5,446,12,-1,0,1,2
4696,32,4,3,4,2,1131,1,2,20,5,267,2,-1,0,1,2
4697,31,2,2,3,2,1352,1,2,20,5,6,2,-1,0,1,2
4698,43,10,1,3,2,520,1,2,20,5,15,13,-1,0,1,2
4699,33,4,1,4,2,876,2,2,20,5,1287,2,-1,0,1,2
4700,31,8,1,2,2,855,1,1,20,5,172,4,-1,0,1,2
4701,35,4,3,3,1,-202,1,2,20,5,268,3,-1,0,1,2
4702,27,2,3,3,2,-215,1,2,20,5,89,3,-1,0,1,2
4703,32,1,2,4,2,376,1,2,20,5,102,2,-1,0,1,2
4704,58,8,1,2,2,23,1,2,20,5,91,6,-1,0,1,2
4705,40,8,1,1,2,222,1,2,20,5,465,8,-1,0,1,2
4706,36,8,1,3,2,362,1,2,20,5,274,2,-1,0,1,2
4707,39,11,1,4,2,602,1,2,20,5,191,7,-1,0,1,2
4708,37,8,1,3,2,426,1,2,20,5,300,3,-1,0,1,2
4709,30,8,1,3,2,5143,1,1,20,5,236,2,-1,0,1,2
4710,32,8,1,2,2,80,1,2,20,5,614,2,-1,0,1,2
4711,52,1,1,3,2,0,1,2,20,5,363,5,-1,0,1,2
4712,32,8,1,2,2,7406,1,2,20,5,418,2,-1,0,1,2
4713,33,3,2,3,2,1005,1,2,20,5,229,2,-1,0,1,2
4714,39,8,2,3,2,226,1,2,20,5,221,2,-1,0,1,2
4715,39,4,3,3,2,247,1,2,20,5,130,2,-1,0,1,2
4716,34,4,3,4,2,1040,1,2,20,5,96,2,-1,0,1,2
4717,29,1,1,3,2,68,2,2,20,5,119,3,-1,0,1,2
4718,36,1,1,3,2,183,1,2,20,5,103,3,-1,0,1,2
4719,35,8,1,1,2,4822,1,2,20,5,843,2,-1,0,1,1
4720,49,11,3,3,2,0,1,2,20,5,484,2,-1,0,1,2
4721,31,8,3,2,2,1097,1,2,20,5,485,3,-1,0,1,2
4722,39,1,1,3,2,5731,1,2,20,5,175,2,-1,0,1,2
4723,32,11,1,3,2,3067,1,2,20,5,138,2,-1,0,1,2
4724,35,8,3,3,2,275,1,2,20,5,243,2,-1,0,1,2
4725,38,8,1,3,2,526,1,2,20,5,919,2,-1,0,1,2
4726,34,8,1,3,2,1831,1,2,20,5,203,2,-1,0,1,2
4727,35,8,1,3,2,514,1,2,20,5,247,2,-1,0,1,2
4728,34,2,1,3,2,50,1,2,20,5,89,2,-1,0,1,2
4729,34,11,1,4,2,0,1,2,20,5,185,12,-1,0,1,2
4730,27,11,3,3,2,8,1,2,20,5,777,3,-1,0,1,2
4731,30,1,3,3,2,432,1,2,20,5,340,3,-1,0,1,2
4732,32,8,1,3,2,2561,1,2,20,5,135,2,-1,0,1,2
4733,30,11,3,3,2,659,1,2,20,5,241,3,-1,0,1,2
4734,38,8,1,2,2,0,1,1,20,5,165,2,-1,0,1,2
4735,31,8,1,3,2,897,1,2,20,5,26,2,-1,0,1,2
4736,23,7,3,3,2,-116,1,2,20,5,109,6,-1,0,1,2
4737,30,3,1,3,2,142,1,2,20,5,350,4,-1,0,1,2
4738,56,1,1,3,2,530,1,2,20,5,51,7,-1,0,1,2
4739,32,8,1,3,2,3514,1,2,20,5,226,2,-1,0,1,2
4740,35,2,1,3,2,190,1,2,20,5,47,3,-1,0,1,2
4741,40,8,1,2,2,236,1,2,20,5,167,2,-1,0,1,2
4742,57,4,1,4,2,-871,2,2,20,5,214,10,-1,0,1,2
4743,58,6,1,3,2,2429,2,1,20,5,446,7,-1,0,1,2
4744,32,11,1,4,2,514,1,2,20,5,414,2,-1,0,1,2
4745,38,3,1,3,2,565,1,2,20,5,153,2,-1,0,1,2
4746,50,8,1,2,2,2610,1,1,20,5,181,6,-1,0,1,2
4747,30,8,3,3,2,178,1,2,20,5,747,5,-1,0,1,2
4748,34,8,1,1,2,1117,1,2,20,5,214,1,-1,0,1,2
4749,30,11,2,3,2,4,1,2,20,5,270,1,-1,0,1,2
4750,38,1,1,1,2,124,1,2,20,5,37,13,-1,0,1,2
4751,55,8,1,2,2,2144,1,2,20,5,129,8,-1,0,1,2
4752,31,1,3,4,2,1025,2,2,20,5,72,3,-1,0,1,2
4753,41,8,1,2,2,1250,1,2,20,5,1392,2,-1,0,1,1
4754,38,2,1,1,2,28,2,2,20,5,725,1,-1,0,1,2
4755,49,4,1,3,2,543,1,2,20,5,213,3,-1,0,1,2
4756,26,8,3,3,2,972,1,2,20,5,177,10,-1,0,1,2
4757,60,8,1,2,2,674,1,2,20,5,273,4,-1,0,1,2
4758,57,8,1,3,2,258,1,2,20,5,480,4,-1,0,1,2
4759,37,8,3,1,2,3044,1,2,20,5,152,1,-1,0,1,2
4760,39,8,1,2,2,-197,1,2,20,5,204,2,-1,0,1,2
4761,39,8,1,1,2,1096,2,2,20,5,246,3,-1,0,1,2
4762,57,1,2,3,2,739,1,2,20,5,352,5,-1,0,1,2
4763,35,8,1,3,2,274,1,2,20,5,190,1,-1,0,1,2
4764,30,8,1,3,2,1445,1,2,20,5,140,1,-1,0,1,2
4765,31,8,1,3,2,3311,1,2,20,5,719,1,-1,0,1,1
4766,32,8,1,3,2,157,1,2,20,5,315,1,-1,0,1,2
4767,30,1,3,1,2,347,1,2,21,5,225,1,-1,0,1,2
4768,32,4,3,4,2,-345,1,2,21,5,74,1,-1,0,1,2
4769,36,11,1,3,2,8119,2,2,21,5,24,1,-1,0,1,2
4770,34,8,1,3,2,120,1,2,21,5,369,1,-1,0,1,2
4771,39,8,1,2,2,5,1,2,21,5,167,1,-1,0,1,2
4772,42,4,1,4,2,2309,1,2,21,5,64,3,-1,0,1,2
4773,33,2,3,3,2,892,1,2,21,5,151,1,-1,0,1,2
4774,32,11,1,3,2,641,1,2,21,5,336,1,-1,0,1,2
4775,35,8,1,2,2,2730,1,2,21,5,65,1,-1,0,1,2
4776,38,8,1,3,2,1663,1,2,21,5,93,1,-1,0,1,2
4777,39,8,1,2,2,1966,1,2,21,5,181,1,-1,0,1,2
4778,54,10,2,4,2,6102,1,1,21,5,86,6,-1,0,1,2
4779,38,11,1,4,2,1092,1,2,21,5,317,1,-1,0,1,2
4780,33,1,1,4,2,1349,1,2,21,5,120,1,-1,0,1,2
4781,34,4,3,4,2,2015,2,2,21,5,388,1,-1,0,1,2
4782,32,2,3,3,2,2146,1,2,21,5,422,2,-1,0,1,2
4783,32,4,1,4,2,2976,1,2,21,5,174,1,-1,0,1,2
4784,37,2,2,3,2,3834,1,2,21,5,72,1,-1,0,1,2
4785,36,1,1,3,2,393,1,1,21,5,126,1,-1,0,1,2
4786,32,8,1,2,2,-457,1,1,21,5,288,1,-1,0,1,2
4787,34,8,2,3,2,0,2,1,21,5,339,1,-1,0,1,2
4788,34,4,1,4,2,363,2,2,21,5,171,5,-1,0,1,2
4789,39,4,3,4,2,4025,1,1,21,5,162,1,-1,0,1,2
4790,42,8,1,2,2,714,1,2,21,5,18,28,-1,0,1,2
4791,33,3,1,3,2,438,1,1,21,5,129,1,-1,0,1,2
4792,40,4,3,2,2,858,1,2,21,5,173,1,-1,0,1,2
4793,35,8,1,3,2,592,1,2,21,5,74,1,-1,0,1,2
4794,38,1,1,3,2,-224,1,1,21,5,222,1,-1,0,1,2
4795,39,4,1,4,2,151,1,2,21,5,692,1,-1,0,1,2
4796,31,1,1,3,2,289,1,2,21,5,262,2,-1,0,1,2
4797,38,11,1,3,2,821,1,1,21,5,78,1,-1,0,1,2
4798,58,11,1,3,2,8153,1,2,21,5,134,5,-1,0,1,2
4799,33,1,1,3,2,57,1,1,21,5,323,1,-1,0,1,2
4800,34,8,3,3,2,558,1,2,21,5,43,1,-1,0,1,2
4801,34,1,3,3,2,1701,1,2,21,5,245,1,-1,0,1,2
4802,37,2,3,4,2,-898,1,2,21,5,482,1,-1,0,1,2
4803,38,2,1,3,2,1073,1,2,21,5,207,2,-1,0,1,2
4804,34,4,2,4,2,5754,1,2,21,5,56,1,-1,0,1,2
4805,34,8,1,2,2,-167,1,2,21,5,201,1,-1,0,1,2
4806,39,8,1,2,2,4146,1,1,21,5,353,1,-1,0,1,2
4807,35,6,3,4,2,-15,1,2,21,5,554,3,-1,0,1,2
4808,36,2,3,4,2,3954,1,2,21,5,432,1,-1,0,1,2
4809,31,4,1,3,2,8629,1,2,21,5,27,2,-1,0,1,2
4810,30,11,1,3,2,1168,1,1,21,5,361,1,-1,0,1,2
4811,35,2,1,3,2,498,1,2,21,5,248,1,-1,0,1,2
4812,35,11,2,3,2,0,2,2,21,5,162,1,-1,0,1,2
4813,31,8,3,2,2,216,1,2,21,5,565,1,-1,0,1,1
4814,38,4,3,4,2,1746,1,2,21,5,139,1,-1,0,1,2
4815,36,11,3,3,2,1053,1,2,21,5,147,1,-1,0,1,2
4816,36,7,3,4,2,687,1,2,21,5,287,3,-1,0,1,2
4817,33,8,3,3,2,2764,1,2,21,5,118,1,-1,0,1,2
4818,34,8,1,3,2,1207,1,2,21,5,905,1,-1,0,1,1
4819,32,4,1,4,2,0,1,2,21,5,91,1,-1,0,1,2
4820,39,8,2,1,2,528,1,2,21,5,111,5,-1,0,1,2
4821,33,4,1,4,2,3090,1,2,21,5,162,1,-1,0,1,2
4822,38,11,2,4,1,-530,1,2,21,5,236,1,-1,0,1,2
4823,41,4,1,4,2,666,1,2,21,5,253,3,-1,0,1,2
4824,38,11,1,3,2,0,1,2,21,5,73,1,-1,0,1,2
4825,35,8,3,3,2,470,1,2,21,5,123,1,-1,0,1,2
4826,39,11,1,3,2,597,1,2,21,5,298,2,-1,0,1,2
4827,40,8,1,2,2,1136,1,2,21,5,86,1,-1,0,1,2
4828,38,8,1,3,2,620,1,1,21,5,420,1,-1,0,1,2
4829,33,8,3,3,2,17,1,2,21,5,288,1,-1,0,1,2
4830,34,1,1,3,2,12,2,2,21,5,164,1,-1,0,1,2
4831,28,6,3,4,2,135,1,2,21,5,195,1,-1,0,1,2
4832,36,1,1,3,2,5024,2,2,21,5,139,1,-1,0,1,2
4833,34,11,3,3,2,1161,1,2,21,5,192,1,-1,0,1,2
4834,39,11,1,3,2,3528,1,2,21,5,226,1,-1,0,1,2
4835,32,11,1,3,2,791,1,2,21,5,783,2,-1,0,1,1
4836,38,4,1,1,2,546,1,2,21,5,264,2,-1,0,1,2
4837,39,8,1,3,2,804,1,2,21,5,166,1,-1,0,1,2
4838,30,11,3,3,2,908,1,2,21,5,27,1,-1,0,1,2
4839,31,8,3,3,2,6982,1,2,21,5,353,1,-1,0,1,2
